"","educ","degree","rincome","wealth","poleff11","poleff18","poleff19","poleff20","polinter","news","newsfrom","polnews","partyid","grpparty","mobile16","marital","racecen1","race","region","sex","age","vote12bin"
"1480",16,"junior college",NA,"$40,000 to $75,000",NA,"strongly agree","disagree","agree","have not done it and would never do  it","few times a week",NA,"5-6 days a week","not str republican",NA,"same city","married","white","white","south atlantic","female",36,1
"1481",20,"graduate","$25000 or more",NA,NA,NA,"disagree","disagree","have not done it and would never do  it","once a week","tv",NA,NA,NA,"same st,dif city","married","white","white","south atlantic","male",50,1
"1482",16,"bachelor","$25000 or more","$500,000 to $1 million","disagree","disagree","agree","disagree",NA,"everyday",NA,"several times a day","ind,near dem",NA,"same city","divorced","white","white","south atlantic","female",59,1
"1483",12,"high school","lt $1000","$75,000 to $100,000","agree","agree",NA,"disagree","have not done it and would never do  it","few times a week",NA,"never","ind,near dem",NA,"different state","divorced","white","white","south atlantic","female",78,1
"1484",8,"lt high school",NA,NA,NA,"strongly agree","disagree",NA,"have not done it and would never do  it","never",NA,NA,"not str republican","never belonged","same city","married","white","white","south atlantic","male",28,0
"1485",12,"high school",NA,"$500,000 to $1 million","strongly disagree","strongly disagree",NA,"strongly agree","","less than once wk",NA,NA,"not str democrat",NA,"different state","married","white","white","south atlantic","female",65,1
"1486",12,"high school","$1000 to 2999",NA,NA,NA,NA,"disagree",NA,NA,NA,NA,"ind,near rep",NA,"different state","married","white","white","south atlantic","male",52,1
"1487",16,"bachelor",NA,NA,"strongly disagree","strongly disagree","disagree",NA,"have not done it and would never do  it","everyday","other",NA,"strong democrat","belong but dont participate","different state","divorced","white","white","south atlantic","female",68,1
"1488",14,"high school","lt $1000","$500,000 to $1 million",NA,NA,NA,"strongly agree","",NA,"other","3-4 days a week","strong republican",NA,"different state","never married","white","white","south atlantic","male",70,1
"1489",18,"bachelor",NA,NA,"neither agree nor disagree","strongly disagree","neither agree nor disagree","neither agree nor disagree",NA,NA,"friends colleagues","less than 1 day a week","ind,near rep",NA,"different state","married","white","white","south atlantic","female",66,1
"1490",15,"high school",NA,NA,"strongly agree","strongly agree",NA,"disagree",NA,"once a week","tv",NA,"ind,near rep",NA,"same st,dif city","married","white","white","south atlantic","male",84,1
"1491",12,"high school",NA,"$250,000 to $500,000","strongly agree","strongly disagree",NA,"neither agree nor disagree","have not done it and would never do  it","few times a week","the internet",NA,"ind,near dem",NA,"same city","married","black or african american","black","south atlantic","female",59,1
"1492",15,"high school","$8000 to 9999",NA,"neither agree nor disagree","neither agree nor disagree",NA,NA,"have not done it and would never do  it","never",NA,NA,"independent",NA,"same city","never married","white","white","south atlantic","female",20,1
"1493",14,"junior college","$5000 to 5999","$100,000 to $150,000",NA,"strongly agree","disagree",NA,"have not done it but might do it",NA,"the internet","once a day","independent",NA,"same city","separated","black or african american","black","south atlantic","female",31,1
"1494",19,"graduate",NA,NA,"strongly disagree","strongly disagree","strongly disagree","strongly agree",NA,"never","family",NA,"strong republican",NA,"different state","separated","black or african american","black","south atlantic","male",43,1
"1495",13,"high school","$1000 to 2999","$5,000 to $20,000","strongly agree",NA,NA,NA,NA,"never","tv","never","not str democrat","belong and actively participate","same city","never married","black or african american","black","south atlantic","male",33,0
"1496",18,"graduate",NA,"$4 million to $5 million","agree",NA,"agree","agree","have not done it and would never do  it","once a week","tv",NA,"independent",NA,"same city","divorced","white","white","south atlantic","female",37,1
"1497",8,"lt high school","$3000 to 3999","$1 million to $2 million",NA,NA,NA,"strongly agree","have not done it and would never do  it",NA,NA,NA,"independent",NA,"same city","separated","black or african american","black","south atlantic","female",81,0
"1498",11,"lt high school",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strong democrat","never belonged","different state","widowed","white","white","south atlantic","female",70,0
"1499",10,"high school","lt $1000",NA,"strongly agree",NA,"neither agree nor disagree","strongly agree","have not done it but might do it",NA,"tv","never","not str democrat","used to belong","same city","never married","black or african american","black","south atlantic","male",30,0
"1500",3,"lt high school","$5000 to 5999","$150,000 to $250,000",NA,"strongly agree","disagree",NA,"have not done it and would never do  it","once a week","other",NA,"independent",NA,"same city","separated","black or african american","black","south atlantic","male",74,0
"1501",8,"lt high school","$7000 to 7999",NA,NA,NA,NA,NA,NA,"few times a week",NA,NA,"not str democrat","never belonged","same st,dif city","divorced","white","white","south atlantic","female",65,0
"1502",16,"bachelor",NA,"$20,000 to $40,000",NA,"strongly agree","disagree","strongly disagree",NA,NA,"other","1-2 days a week","not str republican",NA,"same st,dif city","never married","white","white","south atlantic","male",25,0
"1503",14,"high school","lt $1000",NA,"strongly agree","agree","neither agree nor disagree","agree",NA,"never","radio","never","ind,near dem","never belonged","same st,dif city","never married","white","white","south atlantic","female",52,1
"1504",12,"high school",NA,"$250,000 to $500,000","strongly agree","strongly agree",NA,"neither agree nor disagree","have not done it but might do it","less than once wk","tv","once a day","independent","never belonged","different state","never married","white","white","south atlantic","male",56,1
"1505",8,"lt high school",NA,NA,"strongly disagree","strongly disagree","strongly agree",NA,"have not done it but might do it","never",NA,NA,"strong republican",NA,"same st,dif city","widowed","white","white","south atlantic","female",84,0
"1506",12,"high school","$25000 or more","$4 million to $5 million","strongly agree","strongly agree",NA,"strongly disagree",NA,"less than once wk","radio","several times a day","ind,near rep",NA,"same city","divorced","white","white","south atlantic","male",79,0
"1507",12,"high school",NA,NA,NA,"strongly agree","neither agree nor disagree",NA,"have not done it but might do it","never","tv",NA,"not str democrat","used to belong","different state","married","white","white","south atlantic","female",36,0
"1508",14,"high school","$20000 - 24999",NA,NA,"disagree","agree",NA,"have not done it but might do it","less than once wk","tv","several times a day","strong republican","belong and actively participate","different state","married","white","white","south atlantic","male",25,0
"1509",11,"lt high school","$15000 - 19999","$500,000 to $1 million","strongly disagree",NA,NA,"strongly agree","have not done it and would never do  it",NA,"tv","never","strong democrat","belong but dont participate","different state","married","black or african american","black","south atlantic","female",73,1
"1510",12,"high school","$1000 to 2999","$40,000 to $75,000","neither agree nor disagree","neither agree nor disagree",NA,NA,NA,"once a week","the internet","less than 1 day a week","independent",NA,"same st,dif city","never married","white","white","south atlantic","female",22,0
"1511",12,"high school","$20000 - 24999","$5,000 to $20,000","agree",NA,NA,"agree","have not done it and would never do  it","less than once wk",NA,"1-2 days a week","ind,near dem","never belonged","different state","never married","black or african american","black","south atlantic","female",46,1
"1512",11,"high school","$8000 to 9999",NA,"neither agree nor disagree","neither agree nor disagree",NA,"agree","have done it in the more distant past","never",NA,"never","strong democrat",NA,"same st,dif city","divorced","black or african american","black","south atlantic","female",37,1
"1513",14,"high school","$4000 to 4999","$20,000 to $40,000","neither agree nor disagree",NA,"neither agree nor disagree","disagree","have done it in the more distant past","once a week",NA,"","strong democrat",NA,"different state","married","white","white","south atlantic","female",44,0
"1514",13,"lt high school","$15000 - 19999",NA,NA,"disagree",NA,"strongly agree",NA,NA,NA,"less than 1 day a week","independent",NA,"same st,dif city","divorced","white","white","south atlantic","female",46,0
